year,mon,day,event,begin,max,end,class,region,flare_class,flare_class_idx,matched_image,image_name
2017,9,5,6720,1:03,1:08,1:11,M4.2,2673,M,3,/content/drive/MyDrive/Data Skripsi/2017/09/05/20170905_010710_512_0171.jpg,20170905_010710_512_0171.jpg
2017,9,5,6750,3:42,3:51,4:04,M1.0,2673,M,3,/content/drive/MyDrive/Data Skripsi/2017/09/05/20170905_035210_512_0171.jpg,20170905_035210_512_0171.jpg
2017,9,5,6760,4:33,4:53,5:07,M3.2,2673,M,3,/content/drive/MyDrive/Data Skripsi/2017/09/05/20170905_045222_512_0171.jpg,20170905_045222_512_0171.jpg
2017,9,5,6870,10:13,10:19,10:25,C5.4,2673,C,2,/content/drive/MyDrive/Data Skripsi/2017/09/05/20170905_101910_512_0171.jpg,20170905_101910_512_0171.jpg
2017,9,5,6980,12:30,12:34,12:39,C2.2,2673,C,2,/content/drive/MyDrive/Data Skripsi/2017/09/05/20170905_123334_512_0171.jpg,20170905_123334_512_0171.jpg
2017,9,5,6990,13:26,13:34,13:51,C6.9,2673,C,2,/content/drive/MyDrive/Data Skripsi/2017/09/05/20170905_133258_512_0171.jpg,20170905_133258_512_0171.jpg
2017,9,5,7030,17:11,17:15,17:19,C4.6,2673,C,2,/content/drive/MyDrive/Data Skripsi/2017/09/05/20170905_171134_512_0171.jpg,20170905_171134_512_0171.jpg
2017,9,5,7040,17:37,17:43,17:51,M2.3,2673,M,3,/content/drive/MyDrive/Data Skripsi/2017/09/05/20170905_174134_512_0171.jpg,20170905_174134_512_0171.jpg
2017,9,5,7080,20:00,21:12,21:20,C1.5,2673,C,2,/content/drive/MyDrive/Data Skripsi/2017/09/05/20170905_211146_512_0171.jpg,20170905_211146_512_0171.jpg
2017,9,6,7220,7:29,7:34,7:48,C2.7,2673,C,2,/content/drive/MyDrive/Data Skripsi/2017/09/06/20170906_074058_512_0171.jpg,20170906_074058_512_0171.jpg
2017,9,6,7250,8:57,9:10,9:17,X2.2,2673,X,4,/content/drive/MyDrive/Data Skripsi/2017/09/06/20170906_091122_512_0171.jpg,20170906_091122_512_0171.jpg
2017,9,6,7340,11:53,12:02,12:10,X9.3,2673,X,4,/content/drive/MyDrive/Data Skripsi/2017/09/06/20170906_115646_512_0171.jpg,20170906_115646_512_0171.jpg
2017,9,6,7350,15:51,15:56,16:03,M2.5,2673,M,3,/content/drive/MyDrive/Data Skripsi/2017/09/06/20170906_155710_512_0171.jpg,20170906_155710_512_0171.jpg
2017,9,6,7410,19:21,19:30,19:35,M1.4,2673,M,3,/content/drive/MyDrive/Data Skripsi/2017/09/06/20170906_192734_512_0171.jpg,20170906_192734_512_0171.jpg
2017,9,6,7450,23:33,23:39,23:44,M1.2,,M,3,/content/drive/MyDrive/Data Skripsi/2017/09/06/20170906_234158_512_0171.jpg,20170906_234158_512_0171.jpg
2017,9,7,7660,9:49,9:54,9:58,M1.4,2673,M,3,/content/drive/MyDrive/Data Skripsi/2017/09/07/20170907_095710_512_0171.jpg,20170907_095710_512_0171.jpg
2017,9,7,7680,10:11,10:15,10:18,M7.3,2673,M,3,/content/drive/MyDrive/Data Skripsi/2017/09/07/20170907_101146_512_0171.jpg,20170907_101146_512_0171.jpg
2017,9,7,7690,12:00,12:14,12:28,C3.0,2673,C,2,/content/drive/MyDrive/Data Skripsi/2017/09/07/20170907_121146_512_0171.jpg,20170907_121146_512_0171.jpg
2017,9,7,7780,14:20,14:36,14:55,X1.3,2673,X,4,/content/drive/MyDrive/Data Skripsi/2017/09/07/20170907_144158_512_0171.jpg,20170907_144158_512_0171.jpg
2017,9,7,7830,18:04,18:28,18:36,C5.2,2673,C,2,/content/drive/MyDrive/Data Skripsi/2017/09/07/20170907_182658_512_0171.jpg,20170907_182658_512_0171.jpg
2017,9,7,7840,18:40,18:44,18:49,C4.5,2673,C,2,/content/drive/MyDrive/Data Skripsi/2017/09/07/20170907_184210_512_0171.jpg,20170907_184210_512_0171.jpg
2017,9,7,7860,20:54,20:57,20:59,C2.5,2673,C,2,/content/drive/MyDrive/Data Skripsi/2017/09/07/20170907_205710_512_0171.jpg,20170907_205710_512_0171.jpg
2017,9,7,7870,21:24,21:37,21:47,C5.4,2673,C,2,/content/drive/MyDrive/Data Skripsi/2017/09/07/20170907_214158_512_0171.jpg,20170907_214158_512_0171.jpg
2017,9,7,7910,22:57,23:00,23:02,C2.7,2677,C,2,/content/drive/MyDrive/Data Skripsi/2017/09/07/20170907_225746_512_0171.jpg,20170907_225746_512_0171.jpg
2017,9,7,7940,23:50,23:59,0:14,M3.9,2673,M,3,/content/drive/MyDrive/Data Skripsi/2017/09/07/20170907_235622_512_0171.jpg,20170907_235622_512_0171.jpg
2017,9,8,7970,1:36,1:40,1:42,C5.3,2673,C,2,/content/drive/MyDrive/Data Skripsi/2017/09/08/20170908_014158_512_0171.jpg,20170908_014158_512_0171.jpg
2017,9,8,8000,2:10,2:13,2:15,C1.2,2673,C,2,/content/drive/MyDrive/Data Skripsi/2017/09/08/20170908_021058_512_0171.jpg,20170908_021058_512_0171.jpg
2017,9,8,8010,2:19,2:24,2:29,M1.3,2673,M,3,/content/drive/MyDrive/Data Skripsi/2017/09/08/20170908_022710_512_0171.jpg,20170908_022710_512_0171.jpg
2017,9,8,8030,3:39,3:43,3:45,M1.2,2673,M,3,/content/drive/MyDrive/Data Skripsi/2017/09/08/20170908_034210_512_0171.jpg,20170908_034210_512_0171.jpg
2017,9,8,8040,5:31,5:48,5:53,C8.3,2673,C,2,/content/drive/MyDrive/Data Skripsi/2017/09/08/20170908_054158_512_0171.jpg,20170908_054158_512_0171.jpg
2017,9,8,8100,7:40,7:49,7:58,M8.1,2673,M,3,/content/drive/MyDrive/Data Skripsi/2017/09/08/20170908_074134_512_0171.jpg,20170908_074134_512_0171.jpg
2017,9,8,8150,11:21,11:27,11:34,C1.7,2673,C,2,/content/drive/MyDrive/Data Skripsi/2017/09/08/20170908_112658_512_0171.jpg,20170908_112658_512_0171.jpg
2017,9,8,8160,12:09,12:13,12:15,C5.9,2673,C,2,/content/drive/MyDrive/Data Skripsi/2017/09/08/20170908_121110_512_0171.jpg,20170908_121110_512_0171.jpg
2017,9,8,8230,15:09,15:47,16:04,M2.9,2673,M,3,/content/drive/MyDrive/Data Skripsi/2017/09/08/20170908_154146_512_0171.jpg,20170908_154146_512_0171.jpg
2017,9,8,8350,20:10,20:14,20:16,C1.7,2673,C,2,/content/drive/MyDrive/Data Skripsi/2017/09/08/20170908_201110_512_0171.jpg,20170908_201110_512_0171.jpg
2017,9,8,8390,22:18,22:24,22:30,C2.4,2673,C,2,/content/drive/MyDrive/Data Skripsi/2017/09/08/20170908_222646_512_0171.jpg,20170908_222646_512_0171.jpg
2017,9,8,8440,23:33,23:45,23:56,M2.1,2673,M,3,/content/drive/MyDrive/Data Skripsi/2017/09/08/20170908_234210_512_0171.jpg,20170908_234210_512_0171.jpg
2017,9,9,8450,0:36,0:39,0:46,C1.0,2673,C,2,/content/drive/MyDrive/Data Skripsi/2017/09/09/20170909_004222_512_0171.jpg,20170909_004222_512_0171.jpg
2017,9,9,8470,3:02,3:09,3:25,C6.3,2673,C,2,/content/drive/MyDrive/Data Skripsi/2017/09/09/20170909_031158_512_0171.jpg,20170909_031158_512_0171.jpg
2017,9,9,8520,4:14,4:28,4:43,M1.1,2673,M,3,/content/drive/MyDrive/Data Skripsi/2017/09/09/20170909_042622_512_0171.jpg,20170909_042622_512_0171.jpg
2017,9,9,8590,6:23,6:29,6:40,C1.4,2673,C,2,/content/drive/MyDrive/Data Skripsi/2017/09/09/20170909_062710_512_0171.jpg,20170909_062710_512_0171.jpg
2017,9,9,8600,6:51,6:56,6:58,C1.7,2673,C,2,/content/drive/MyDrive/Data Skripsi/2017/09/09/20170909_065710_512_0171.jpg,20170909_065710_512_0171.jpg
2017,9,9,8610,7:17,7:27,7:40,C1.5,2673,C,2,/content/drive/MyDrive/Data Skripsi/2017/09/09/20170909_072658_512_0171.jpg,20170909_072658_512_0171.jpg
2017,9,9,8690,10:50,11:04,11:42,M3.7,2673,M,3,/content/drive/MyDrive/Data Skripsi/2017/09/09/20170909_105634_512_0171.jpg,20170909_105634_512_0171.jpg
2017,9,9,8770,14:49,14:53,14:58,C1.4,2673,C,2,/content/drive/MyDrive/Data Skripsi/2017/09/09/20170909_145734_512_0171.jpg,20170909_145734_512_0171.jpg
2017,9,9,8780,16:20,16:32,16:40,C1.7,2673,C,2,/content/drive/MyDrive/Data Skripsi/2017/09/09/20170909_162710_512_0171.jpg,20170909_162710_512_0171.jpg
2017,9,9,8800,19:09,19:15,19:20,C1.8,2673,C,2,/content/drive/MyDrive/Data Skripsi/2017/09/09/20170909_191210_512_0171.jpg,20170909_191210_512_0171.jpg
2017,9,9,8830,21:00,21:11,21:25,C4.7,2673,C,2,/content/drive/MyDrive/Data Skripsi/2017/09/09/20170909_211210_512_0171.jpg,20170909_211210_512_0171.jpg
2017,9,9,8840,22:04,23:53,0:41,M1.1,2673,M,3,/content/drive/MyDrive/Data Skripsi/2017/09/09/20170909_235658_512_0171.jpg,20170909_235658_512_0171.jpg
2017,9,10,8910,2:40,3:09,3:25,C9.0,2673,C,2,/content/drive/MyDrive/Data Skripsi/2017/09/10/20170910_031234_512_0171.jpg,20170910_031234_512_0171.jpg
2017,9,10,8960,9:02,9:20,9:34,C2.9,2673,C,2,/content/drive/MyDrive/Data Skripsi/2017/09/10/20170910_092722_512_0171.jpg,20170910_092722_512_0171.jpg
2017,9,10,9030,15:23,15:26,15:28,C1.0,2673,C,2,/content/drive/MyDrive/Data Skripsi/2017/09/10/20170910_152646_512_0171.jpg,20170910_152646_512_0171.jpg
2017,9,10,9040,15:35,16:06,16:31,X8.2,2673,X,4,/content/drive/MyDrive/Data Skripsi/2017/09/10/20170910_161110_512_0171.jpg,20170910_161110_512_0171.jpg
2017,9,11,9200,9:43,10:10,10:17,B9.8,2673,B,1,/content/drive/MyDrive/Data Skripsi/2017/09/11/20170911_101158_512_0171.jpg,20170911_101158_512_0171.jpg
2017,9,12,9340,7:22,7:29,7:34,C3.0,2680,C,2,/content/drive/MyDrive/Data Skripsi/2017/09/12/20170912_072634_512_0171.jpg,20170912_072634_512_0171.jpg
2017,9,12,9420,15:54,15:59,16:06,B1.7,2680,B,1,/content/drive/MyDrive/Data Skripsi/2017/09/12/20170912_155622_512_0171.jpg,20170912_155622_512_0171.jpg
2017,9,12,9430,19:03,19:20,19:28,C1.6,2680,C,2,/content/drive/MyDrive/Data Skripsi/2017/09/12/20170912_192722_512_0171.jpg,20170912_192722_512_0171.jpg
2017,9,13,9500,5:38,5:41,5:51,B1.1,2680,B,1,/content/drive/MyDrive/Data Skripsi/2017/09/13/20170913_054146_512_0171.jpg,20170913_054146_512_0171.jpg
2017,9,13,9510,7:39,7:48,8:09,B1.4,2680,B,1,/content/drive/MyDrive/Data Skripsi/2017/09/13/20170913_074222_512_0171.jpg,20170913_074222_512_0171.jpg
2017,9,20,9710,1:30,1:37,1:43,B1.2,,B,1,/content/drive/MyDrive/Data Skripsi/2017/09/20/20170920_014146_512_0171.jpg,20170920_014146_512_0171.jpg
2017,9,20,9720,2:51,2:57,3:21,B1.7,,B,1,/content/drive/MyDrive/Data Skripsi/2017/09/20/20170920_025658_512_0171.jpg,20170920_025658_512_0171.jpg
2017,9,20,9730,5:25,5:31,5:40,B1.4,,B,1,/content/drive/MyDrive/Data Skripsi/2017/09/20/20170920_052622_512_0171.jpg,20170920_052622_512_0171.jpg
2017,9,20,9740,8:36,8:43,8:48,B1.5,,B,1,/content/drive/MyDrive/Data Skripsi/2017/09/20/20170920_084210_512_0171.jpg,20170920_084210_512_0171.jpg
2017,9,20,9760,12:31,12:43,12:52,B5.4,2681,B,1,/content/drive/MyDrive/Data Skripsi/2017/09/20/20170920_124158_512_0171.jpg,20170920_124158_512_0171.jpg
2017,9,20,9770,19:26,19:32,19:37,B8.4,2680,B,1,/content/drive/MyDrive/Data Skripsi/2017/09/20/20170920_192722_512_0171.jpg,20170920_192722_512_0171.jpg
2017,9,23,9860,5:51,6:03,6:10,B3.0,,B,1,/content/drive/MyDrive/Data Skripsi/2017/09/23/20170923_055622_512_0171.jpg,20170923_055622_512_0171.jpg
2017,9,24,10,23:20,23:27,23:37,B2.7,2681,B,1,/content/drive/MyDrive/Data Skripsi/2017/09/24/20170924_232746_512_0171.jpg,20170924_232746_512_0171.jpg
2017,9,25,20,2:14,2:35,2:46,B5.7,2681,B,1,/content/drive/MyDrive/Data Skripsi/2017/09/25/20170925_024158_512_0171.jpg,20170925_024158_512_0171.jpg
2017,9,25,50,12:51,12:56,12:59,B3.3,,B,1,/content/drive/MyDrive/Data Skripsi/2017/09/25/20170925_125734_512_0171.jpg,20170925_125734_512_0171.jpg
2017,9,25,70,14:35,15:14,15:32,B5.9,2681,B,1,/content/drive/MyDrive/Data Skripsi/2017/09/25/20170925_151258_512_0171.jpg,20170925_151258_512_0171.jpg
2017,9,25,80,17:09,17:12,17:14,B2.9,2681,B,1,/content/drive/MyDrive/Data Skripsi/2017/09/25/20170925_171158_512_0171.jpg,20170925_171158_512_0171.jpg
2017,9,25,90,20:38,20:46,20:58,B2.5,2683,B,1,/content/drive/MyDrive/Data Skripsi/2017/09/25/20170925_204234_512_0171.jpg,20170925_204234_512_0171.jpg
2017,9,26,190,9:23,9:26,9:30,B2.1,2683,B,1,/content/drive/MyDrive/Data Skripsi/2017/09/26/20170926_092610_512_0171.jpg,20170926_092610_512_0171.jpg
2017,9,26,210,13:41,13:45,13:49,B3.0,2683,B,1,/content/drive/MyDrive/Data Skripsi/2017/09/26/20170926_134222_512_0171.jpg,20170926_134222_512_0171.jpg
2017,9,27,220,0:50,1:01,1:07,C1.7,2683,C,2,/content/drive/MyDrive/Data Skripsi/2017/09/27/20170927_005722_512_0171.jpg,20170927_005722_512_0171.jpg
2017,9,27,250,13:51,14:06,14:29,B2.4,2682,B,1,/content/drive/MyDrive/Data Skripsi/2017/09/27/20170927_141134_512_0171.jpg,20170927_141134_512_0171.jpg
2017,9,27,260,17:46,17:50,18:03,B2.1,,B,1,/content/drive/MyDrive/Data Skripsi/2017/09/27/20170927_175558_512_0171.jpg,20170927_175558_512_0171.jpg
2017,9,28,280,14:09,14:34,15:33,B2.9,2681,B,1,/content/drive/MyDrive/Data Skripsi/2017/09/28/20170928_143622_512_0171.jpg,20170928_143622_512_0171.jpg
2017,9,29,300,13:25,13:31,13:38,B2.2,2682,B,1,/content/drive/MyDrive/Data Skripsi/2017/09/29/20170929_132634_512_0171.jpg,20170929_132634_512_0171.jpg
2017,9,30,420,17:04,17:11,17:15,B3.5,2682,B,1,/content/drive/MyDrive/Data Skripsi/2017/09/30/20170930_171210_512_0171.jpg,20170930_171210_512_0171.jpg
2017,10,4,680,1:25,1:28,1:38,B1.1,2683,B,1,/content/drive/MyDrive/Data Skripsi/2017/10/04/20171004_012558_512_0171.jpg,20171004_012558_512_0171.jpg
2017,10,4,700,3:47,3:54,3:58,B2.4,2683,B,1,/content/drive/MyDrive/Data Skripsi/2017/10/04/20171004_035558_512_0171.jpg,20171004_035558_512_0171.jpg
2017,10,5,830,4:56,5:03,5:09,B2.4,2683,B,1,/content/drive/MyDrive/Data Skripsi/2017/10/05/20171005_045646_512_0171.jpg,20171005_045646_512_0171.jpg
2017,10,5,840,6:11,6:19,6:25,B3.5,2683,B,1,/content/drive/MyDrive/Data Skripsi/2017/10/05/20171005_061134_512_0171.jpg,20171005_061134_512_0171.jpg
2017,10,5,860,11:25,11:29,11:31,B1.4,2682,B,1,/content/drive/MyDrive/Data Skripsi/2017/10/05/20171005_112746_512_0171.jpg,20171005_112746_512_0171.jpg
2017,10,5,870,13:26,13:41,13:49,C1.0,2683,C,2,/content/drive/MyDrive/Data Skripsi/2017/10/05/20171005_134146_512_0171.jpg,20171005_134146_512_0171.jpg
2017,10,5,900,19:51,20:02,20:10,B3.3,2683,B,1,/content/drive/MyDrive/Data Skripsi/2017/10/05/20171005_195646_512_0171.jpg,20171005_195646_512_0171.jpg
2017,10,5,920,23:19,23:27,23:33,B5.5,2683,B,1,/content/drive/MyDrive/Data Skripsi/2017/10/05/20171005_232634_512_0171.jpg,20171005_232634_512_0171.jpg
2017,10,6,990,5:54,5:58,6:01,B1.5,2683,B,1,/content/drive/MyDrive/Data Skripsi/2017/10/06/20171006_055746_512_0171.jpg,20171006_055746_512_0171.jpg
2017,10,6,1120,22:27,22:31,22:33,B3.2,,B,1,/content/drive/MyDrive/Data Skripsi/2017/10/06/20171006_222722_512_0171.jpg,20171006_222722_512_0171.jpg
2017,10,6,1140,23:26,0:28,1:12,B4.6,2683,B,1,/content/drive/MyDrive/Data Skripsi/2017/10/06/20171006_232658_512_0171.jpg,20171006_232658_512_0171.jpg
2017,10,7,1130,2:19,2:23,2:28,B4.9,2683,B,1,/content/drive/MyDrive/Data Skripsi/2017/10/07/20171007_022710_512_0171.jpg,20171007_022710_512_0171.jpg
2017,10,7,1160,5:22,5:25,5:27,B1.2,2683,B,1,/content/drive/MyDrive/Data Skripsi/2017/10/07/20171007_052658_512_0171.jpg,20171007_052658_512_0171.jpg
2017,10,8,1280,12:54,12:59,13:08,B1.7,2683,B,1,/content/drive/MyDrive/Data Skripsi/2017/10/08/20171008_125634_512_0171.jpg,20171008_125634_512_0171.jpg
2017,10,9,1320,3:21,3:24,3:31,B1.4,2683,B,1,/content/drive/MyDrive/Data Skripsi/2017/10/09/20171009_032634_512_0171.jpg,20171009_032634_512_0171.jpg
2017,10,20,1450,0:06,0:49,1:01,B1.4,,B,1,/content/drive/MyDrive/Data Skripsi/2017/10/20/20171020_004146_512_0171.jpg,20171020_004146_512_0171.jpg
2017,10,20,1460,13:52,14:03,14:09,B3.4,,B,1,/content/drive/MyDrive/Data Skripsi/2017/10/20/20171020_135646_512_0171.jpg,20171020_135646_512_0171.jpg
2017,10,20,1470,22:45,22:53,22:58,B3.9,,B,1,/content/drive/MyDrive/Data Skripsi/2017/10/20/20171020_225646_512_0171.jpg,20171020_225646_512_0171.jpg
2017,10,20,1490,23:10,23:28,23:37,M1.1,,M,3,/content/drive/MyDrive/Data Skripsi/2017/10/20/20171020_232722_512_0171.jpg,20171020_232722_512_0171.jpg
2017,10,21,1540,19:07,21:06,21:54,B3.3,,B,1,/content/drive/MyDrive/Data Skripsi/2017/10/21/20171021_211122_512_0171.jpg,20171021_211122_512_0171.jpg
2017,10,22,1560,12:08,12:41,13:01,B2.2,,B,1,/content/drive/MyDrive/Data Skripsi/2017/10/22/20171022_124210_512_0171.jpg,20171022_124210_512_0171.jpg
2017,10,27,1600,0:36,0:44,0:50,B1.8,2686,B,1,/content/drive/MyDrive/Data Skripsi/2017/10/27/20171027_004122_512_0171.jpg,20171027_004122_512_0171.jpg
2017,11,12,1680,20:00,20:20,20:29,B1.8,,B,1,/content/drive/MyDrive/Data Skripsi/2017/11/12/20171112_202622_512_0171.jpg,20171112_202622_512_0171.jpg
2017,11,12,1690,22:56,23:00,23:03,B2.4,,B,1,/content/drive/MyDrive/Data Skripsi/2017/11/12/20171112_225710_512_0171.jpg,20171112_225710_512_0171.jpg
2017,11,13,1700,6:39,6:48,6:52,B7.5,,B,1,/content/drive/MyDrive/Data Skripsi/2017/11/13/20171113_064134_512_0171.jpg,20171113_064134_512_0171.jpg
2017,11,13,1720,10:34,10:42,10:47,B1.3,,B,1,/content/drive/MyDrive/Data Skripsi/2017/11/13/20171113_104134_512_0171.jpg,20171113_104134_512_0171.jpg
2017,11,14,1800,10:09,10:12,10:15,B1.4,2687,B,1,/content/drive/MyDrive/Data Skripsi/2017/11/14/20171114_101058_512_0171.jpg,20171114_101058_512_0171.jpg
2017,11,17,1890,0:21,0:28,0:30,B6.2,2687,B,1,/content/drive/MyDrive/Data Skripsi/2017/11/17/20171117_002558_512_0171.jpg,20171117_002558_512_0171.jpg
2017,11,18,1910,17:48,17:53,17:58,B1.1,2687,B,1,/content/drive/MyDrive/Data Skripsi/2017/11/18/20171118_175622_512_0171.jpg,20171118_175622_512_0171.jpg
2017,11,23,1940,9:06,9:14,9:22,B1.7,2687,B,1,/content/drive/MyDrive/Data Skripsi/2017/11/23/20171123_091246_512_0171.jpg,20171123_091246_512_0171.jpg
2017,11,25,1950,5:21,7:46,9:54,B1.6,,B,1,/content/drive/MyDrive/Data Skripsi/2017/11/25/20171125_074110_512_0171.jpg,20171125_074110_512_0171.jpg
2017,12,1,2030,14:07,14:10,14:12,B1.0,2689,B,1,/content/drive/MyDrive/Data Skripsi/2017/12/01/20171201_141122_512_0171.jpg,20171201_141122_512_0171.jpg
2017,12,7,2040,3:20,3:23,3:28,B1.0,2690,B,1,/content/drive/MyDrive/Data Skripsi/2017/12/07/20171207_032722_512_0171.jpg,20171207_032722_512_0171.jpg
2017,12,10,2070,10:46,10:54,11:13,B1.5,,B,1,/content/drive/MyDrive/Data Skripsi/2017/12/10/20171210_105646_512_0171.jpg,20171210_105646_512_0171.jpg
2017,12,11,2080,0:40,0:52,0:59,B6.2,,B,1,/content/drive/MyDrive/Data Skripsi/2017/12/11/20171211_005658_512_0171.jpg,20171211_005658_512_0171.jpg
2017,12,13,2100,21:41,21:44,21:48,B1.2,,B,1,/content/drive/MyDrive/Data Skripsi/2017/12/13/20171213_214158_512_0171.jpg,20171213_214158_512_0171.jpg
2017,12,14,2110,5:10,5:26,5:45,B1.1,,B,1,/content/drive/MyDrive/Data Skripsi/2017/12/14/20171214_052646_512_0171.jpg,20171214_052646_512_0171.jpg
2017,12,14,2140,21:44,22:08,22:25,B1.1,,B,1,/content/drive/MyDrive/Data Skripsi/2017/12/14/20171214_221058_512_0171.jpg,20171214_221058_512_0171.jpg
2017,12,19,2170,19:52,19:58,20:03,B2.4,,B,1,/content/drive/MyDrive/Data Skripsi/2017/12/19/20171219_195634_512_0171.jpg,20171219_195634_512_0171.jpg
2017,12,20,2200,20:49,20:53,21:01,B1.2,2692,B,1,/content/drive/MyDrive/Data Skripsi/2017/12/20/20171220_205634_512_0171.jpg,20171220_205634_512_0171.jpg
2017,12,21,2220,23:25,23:30,23:34,B1.2,2692,B,1,/content/drive/MyDrive/Data Skripsi/2017/12/21/20171221_232658_512_0171.jpg,20171221_232658_512_0171.jpg
2017,12,22,2250,1:11,1:15,1:17,B3.3,2692,B,1,/content/drive/MyDrive/Data Skripsi/2017/12/22/20171222_011134_512_0171.jpg,20171222_011134_512_0171.jpg
2017,12,22,2260,1:40,1:50,2:05,B7.2,2692,B,1,/content/drive/MyDrive/Data Skripsi/2017/12/22/20171222_015658_512_0171.jpg,20171222_015658_512_0171.jpg
2017,12,22,2280,2:43,2:50,3:06,B4.7,2692,B,1,/content/drive/MyDrive/Data Skripsi/2017/12/22/20171222_025622_512_0171.jpg,20171222_025622_512_0171.jpg
2017,12,22,2290,3:31,3:36,3:44,B2.6,2692,B,1,/content/drive/MyDrive/Data Skripsi/2017/12/22/20171222_034222_512_0171.jpg,20171222_034222_512_0171.jpg
2017,12,22,2320,11:36,11:40,11:44,B3.0,2692,B,1,/content/drive/MyDrive/Data Skripsi/2017/12/22/20171222_114146_512_0171.jpg,20171222_114146_512_0171.jpg
2017,12,23,2340,6:24,6:29,6:31,B3.3,2692,B,1,/content/drive/MyDrive/Data Skripsi/2017/12/23/20171223_062610_512_0171.jpg,20171223_062610_512_0171.jpg
2017,12,23,2360,20:33,20:36,20:43,B1.0,2692,B,1,/content/drive/MyDrive/Data Skripsi/2017/12/23/20171223_204210_512_0171.jpg,20171223_204210_512_0171.jpg
2017,12,25,2390,7:11,7:16,7:28,B1.6,2692,B,1,/content/drive/MyDrive/Data Skripsi/2017/12/25/20171225_071234_512_0171.jpg,20171225_071234_512_0171.jpg
2017,12,28,2410,22:25,22:29,22:33,B8.3,2692,B,1,/content/drive/MyDrive/Data Skripsi/2017/12/28/20171228_222734_512_0171.jpg,20171228_222734_512_0171.jpg
2018,1,7,2440,4:24,4:33,4:38,A7.6,,A,0,/content/drive/MyDrive/Data Skripsi/2018/01/07/20180107_042658_512_0171.jpg,20180107_042658_512_0171.jpg
2018,1,18,2540,8:08,8:13,8:16,B4.0,2696,B,1,/content/drive/MyDrive/Data Skripsi/2018/01/18/20180118_081110_512_0171.jpg,20180118_081110_512_0171.jpg
2018,1,18,2550,9:51,9:57,10:06,B1.2,2696,B,1,/content/drive/MyDrive/Data Skripsi/2018/01/18/20180118_095646_512_0171.jpg,20180118_095646_512_0171.jpg
2018,1,20,2560,4:48,4:55,5:00,B1.7,2696,B,1,/content/drive/MyDrive/Data Skripsi/2018/01/20/20180120_045634_512_0171.jpg,20180120_045634_512_0171.jpg
2018,1,20,2570,17:42,17:52,17:58,A9.1,2696,A,0,/content/drive/MyDrive/Data Skripsi/2018/01/20/20180120_175710_512_0171.jpg,20180120_175710_512_0171.jpg
2018,1,22,2590,2:37,2:57,3:20,B9.5,2696,B,1,/content/drive/MyDrive/Data Skripsi/2018/01/22/20180122_025710_512_0171.jpg,20180122_025710_512_0171.jpg
2018,1,30,2630,17:35,17:39,17:46,B1.3,2697,B,1,/content/drive/MyDrive/Data Skripsi/2018/01/30/20180130_174122_512_0171.jpg,20180130_174122_512_0171.jpg
2018,2,4,2640,19:06,19:22,19:27,B6.4,2699,B,1,/content/drive/MyDrive/Data Skripsi/2018/02/04/20180204_192658_512_0171.jpg,20180204_192658_512_0171.jpg
2018,2,4,2660,20:18,20:24,20:30,C1.1,2699,C,2,/content/drive/MyDrive/Data Skripsi/2018/02/04/20180204_202634_512_0171.jpg,20180204_202634_512_0171.jpg
2018,2,4,2670,20:46,20:59,21:07,B2.6,2699,B,1,/content/drive/MyDrive/Data Skripsi/2018/02/04/20180204_205746_512_0171.jpg,20180204_205746_512_0171.jpg
2018,2,4,2680,21:10,21:15,21:18,B7.1,2699,B,1,/content/drive/MyDrive/Data Skripsi/2018/02/04/20180204_211146_512_0171.jpg,20180204_211146_512_0171.jpg
2018,2,4,2700,22:28,22:45,22:52,B3.0,2699,B,1,/content/drive/MyDrive/Data Skripsi/2018/02/04/20180204_224122_512_0171.jpg,20180204_224122_512_0171.jpg
2018,2,4,2710,23:20,23:25,23:29,B3.1,2699,B,1,/content/drive/MyDrive/Data Skripsi/2018/02/04/20180204_232622_512_0171.jpg,20180204_232622_512_0171.jpg
2018,2,5,2730,1:17,1:20,1:29,B1.9,2699,B,1,/content/drive/MyDrive/Data Skripsi/2018/02/05/20180205_012658_512_0171.jpg,20180205_012658_512_0171.jpg
2018,2,5,2780,5:38,5:41,5:45,B2.0,2699,B,1,/content/drive/MyDrive/Data Skripsi/2018/02/05/20180205_054146_512_0171.jpg,20180205_054146_512_0171.jpg
2018,2,5,2830,8:09,8:22,8:27,B6.1,,B,1,/content/drive/MyDrive/Data Skripsi/2018/02/05/20180205_082634_512_0171.jpg,20180205_082634_512_0171.jpg
2018,2,5,2860,10:37,10:43,10:50,B3.0,,B,1,/content/drive/MyDrive/Data Skripsi/2018/02/05/20180205_104158_512_0171.jpg,20180205_104158_512_0171.jpg
2018,2,5,2870,11:27,11:38,11:44,B2.0,,B,1,/content/drive/MyDrive/Data Skripsi/2018/02/05/20180205_114158_512_0171.jpg,20180205_114158_512_0171.jpg
2018,2,5,2950,15:22,15:25,15:27,B2.0,,B,1,/content/drive/MyDrive/Data Skripsi/2018/02/05/20180205_152610_512_0171.jpg,20180205_152610_512_0171.jpg
2018,2,5,2960,15:45,15:53,16:05,B2.7,2699,B,1,/content/drive/MyDrive/Data Skripsi/2018/02/05/20180205_155658_512_0171.jpg,20180205_155658_512_0171.jpg
2018,2,5,3000,19:23,19:26,19:28,B1.1,,B,1,/content/drive/MyDrive/Data Skripsi/2018/02/05/20180205_192658_512_0171.jpg,20180205_192658_512_0171.jpg
