year,mon,day,event,begin,max,end,class,region,new_class,matched_image,image_name,full_path,flare_label,flare_class_idx
2021,8,26,750,09:35,09:41,09:46,B2.6,,B,/content/drive/MyDrive/Data Skripsi/2021/08/26/20210826_094510_512_0171.jpg,20210826_094510_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/26/20210826_094510_512_0171.jpg,B,1
2021,8,26,760,10:41,10:51,11:00,B7.2,,B,/content/drive/MyDrive/Data Skripsi/2021/08/26/20210826_104634_512_0171.jpg,20210826_104634_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/26/20210826_104634_512_0171.jpg,B,1
2021,8,26,770,12:16,12:23,12:28,B3.7,,B,/content/drive/MyDrive/Data Skripsi/2021/08/26/20210826_122634_512_0171.jpg,20210826_122634_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/26/20210826_122634_512_0171.jpg,B,1
2021,8,26,790,13:47,14:03,14:08,B5.5,,B,/content/drive/MyDrive/Data Skripsi/2021/08/26/20210826_140722_512_0171.jpg,20210826_140722_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/26/20210826_140722_512_0171.jpg,B,1
2021,8,26,840,17:28,17:37,17:46,B2.6,,B,/content/drive/MyDrive/Data Skripsi/2021/08/26/20210826_173646_512_0171.jpg,20210826_173646_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/26/20210826_173646_512_0171.jpg,B,1
2021,8,26,860,17:48,18:18,18:42,C3.0,2859.0,C,/content/drive/MyDrive/Data Skripsi/2021/08/26/20210826_181634_512_0171.jpg,20210826_181634_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/26/20210826_181634_512_0171.jpg,C,2
2021,8,26,880,20:03,20:12,20:17,B7.5,,B,/content/drive/MyDrive/Data Skripsi/2021/08/26/20210826_201510_512_0171.jpg,20210826_201510_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/26/20210826_201510_512_0171.jpg,B,1
2021,8,26,910,21:22,21:34,21:51,B4.4,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/08/26/20210826_213710_512_0171.jpg,20210826_213710_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/26/20210826_213710_512_0171.jpg,B,1
2021,8,26,940,22:40,22:50,22:56,B7.3,2859.0,B,/content/drive/MyDrive/Data Skripsi/2021/08/26/20210826_224710_512_0171.jpg,20210826_224710_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/26/20210826_224710_512_0171.jpg,B,1
2021,8,26,970,23:40,23:43,23:47,B3.6,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/08/26/20210826_234634_512_0171.jpg,20210826_234634_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/26/20210826_234634_512_0171.jpg,B,1
2021,8,27,1000,01:45,01:51,01:55,B3.3,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/08/27/20210827_014610_512_0171.jpg,20210827_014610_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/27/20210827_014610_512_0171.jpg,B,1
2021,8,27,1100,06:03,06:15,06:21,B9.3,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/08/27/20210827_061510_512_0171.jpg,20210827_061510_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/27/20210827_061510_512_0171.jpg,B,1
2021,8,27,1120,07:10,07:16,07:22,B3.6,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/08/27/20210827_071510_512_0171.jpg,20210827_071510_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/27/20210827_071510_512_0171.jpg,B,1
2021,8,27,1160,12:11,12:17,12:29,B2.5,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/08/27/20210827_121610_512_0171.jpg,20210827_121610_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/27/20210827_121610_512_0171.jpg,B,1
2021,8,27,1190,15:04,15:15,15:24,C1.1,2862.0,C,/content/drive/MyDrive/Data Skripsi/2021/08/27/20210827_151622_512_0171.jpg,20210827_151622_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/27/20210827_151622_512_0171.jpg,C,2
2021,8,27,1210,16:06,16:16,16:20,B4.8,2862.0,B,/content/drive/MyDrive/Data Skripsi/2021/08/27/20210827_161510_512_0171.jpg,20210827_161510_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/27/20210827_161510_512_0171.jpg,B,1
2021,8,27,1240,17:08,17:18,17:28,B7.8,2862.0,B,/content/drive/MyDrive/Data Skripsi/2021/08/27/20210827_171622_512_0171.jpg,20210827_171622_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/27/20210827_171622_512_0171.jpg,B,1
2021,8,27,1250,18:01,18:08,18:13,B4.4,2862.0,B,/content/drive/MyDrive/Data Skripsi/2021/08/27/20210827_180610_512_0171.jpg,20210827_180610_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/27/20210827_180610_512_0171.jpg,B,1
2021,8,27,1270,18:22,18:30,18:49,B4.6,2862.0,B,/content/drive/MyDrive/Data Skripsi/2021/08/27/20210827_182646_512_0171.jpg,20210827_182646_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/27/20210827_182646_512_0171.jpg,B,1
2021,8,27,1340,20:14,20:21,20:25,C1.7,,C,/content/drive/MyDrive/Data Skripsi/2021/08/27/20210827_201646_512_0171.jpg,20210827_201646_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/27/20210827_201646_512_0171.jpg,C,2
2021,8,27,1360,20:32,21:09,21:43,C7.3,2860.0,C,/content/drive/MyDrive/Data Skripsi/2021/08/27/20210827_210710_512_0171.jpg,20210827_210710_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/27/20210827_210710_512_0171.jpg,C,2
2021,8,28,1390,00:41,00:45,00:49,B5.9,,B,/content/drive/MyDrive/Data Skripsi/2021/08/28/20210828_004510_512_0171.jpg,20210828_004510_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/28/20210828_004510_512_0171.jpg,B,1
2021,8,28,1410,00:59,01:08,01:17,B5.9,,B,/content/drive/MyDrive/Data Skripsi/2021/08/28/20210828_010610_512_0171.jpg,20210828_010610_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/28/20210828_010610_512_0171.jpg,B,1
2021,8,28,1450,02:26,02:47,03:03,C1.0,2860.0,C,/content/drive/MyDrive/Data Skripsi/2021/08/28/20210828_024646_512_0171.jpg,20210828_024646_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/28/20210828_024646_512_0171.jpg,C,2
2021,8,28,1470,04:01,04:09,04:19,C1.1,,C,/content/drive/MyDrive/Data Skripsi/2021/08/28/20210828_040634_512_0171.jpg,20210828_040634_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/28/20210828_040634_512_0171.jpg,C,2
2021,8,28,1480,05:01,05:05,05:09,C7.0,2860.0,C,/content/drive/MyDrive/Data Skripsi/2021/08/28/20210828_050534_512_0171.jpg,20210828_050534_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/28/20210828_050534_512_0171.jpg,C,2
2021,8,28,1510,05:39,06:11,06:23,M4.7,2860.0,M,/content/drive/MyDrive/Data Skripsi/2021/08/28/20210828_060710_512_0171.jpg,20210828_060710_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/28/20210828_060710_512_0171.jpg,M,3
2021,8,28,1560,08:38,08:46,08:57,C4.2,2860.0,C,/content/drive/MyDrive/Data Skripsi/2021/08/28/20210828_084510_512_0171.jpg,20210828_084510_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/28/20210828_084510_512_0171.jpg,C,2
2021,8,28,1610,11:47,11:55,12:04,C2.7,2860.0,C,/content/drive/MyDrive/Data Skripsi/2021/08/28/20210828_115558_512_0171.jpg,20210828_115558_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/28/20210828_115558_512_0171.jpg,C,2
2021,8,28,1630,12:36,12:50,13:08,C1.7,2860.0,C,/content/drive/MyDrive/Data Skripsi/2021/08/28/20210828_124722_512_0171.jpg,20210828_124722_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/28/20210828_124722_512_0171.jpg,C,2
2021,8,28,1660,14:21,14:27,14:42,B9.1,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/08/28/20210828_142634_512_0171.jpg,20210828_142634_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/28/20210828_142634_512_0171.jpg,B,1
2021,8,28,1670,16:12,16:16,16:20,B6.6,,B,/content/drive/MyDrive/Data Skripsi/2021/08/28/20210828_161510_512_0171.jpg,20210828_161510_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/28/20210828_161510_512_0171.jpg,B,1
2021,8,28,1680,16:26,16:43,16:55,C1.4,2860.0,C,/content/drive/MyDrive/Data Skripsi/2021/08/28/20210828_164510_512_0171.jpg,20210828_164510_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/28/20210828_164510_512_0171.jpg,C,2
2021,8,28,1710,19:08,19:21,19:28,B4.9,,B,/content/drive/MyDrive/Data Skripsi/2021/08/28/20210828_191722_512_0171.jpg,20210828_191722_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/28/20210828_191722_512_0171.jpg,B,1
2021,8,29,1770,00:34,00:44,00:50,C7.4,2860.0,C,/content/drive/MyDrive/Data Skripsi/2021/08/29/20210829_004646_512_0171.jpg,20210829_004646_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/29/20210829_004646_512_0171.jpg,C,2
2021,8,29,1780,03:53,03:58,04:02,B3.8,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/08/29/20210829_040010_512_0171.jpg,20210829_040010_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/29/20210829_040010_512_0171.jpg,B,1
2021,8,29,1800,06:30,06:35,06:39,B7.5,,B,/content/drive/MyDrive/Data Skripsi/2021/08/29/20210829_063646_512_0171.jpg,20210829_063646_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/29/20210829_063646_512_0171.jpg,B,1
2021,8,29,1810,08:22,08:32,08:39,B8.8,,B,/content/drive/MyDrive/Data Skripsi/2021/08/29/20210829_083710_512_0171.jpg,20210829_083710_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/29/20210829_083710_512_0171.jpg,B,1
2021,8,29,1830,09:54,10:03,10:07,C8.1,2860.0,C,/content/drive/MyDrive/Data Skripsi/2021/08/29/20210829_095622_512_0171.jpg,20210829_095622_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/29/20210829_095622_512_0171.jpg,C,2
2021,8,29,1960,17:01,17:30,17:51,C2.9,2860.0,C,/content/drive/MyDrive/Data Skripsi/2021/08/29/20210829_172546_512_0171.jpg,20210829_172546_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/29/20210829_172546_512_0171.jpg,C,2
2021,8,29,1990,20:01,20:22,20:51,B8.6,,B,/content/drive/MyDrive/Data Skripsi/2021/08/29/20210829_202522_512_0171.jpg,20210829_202522_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/29/20210829_202522_512_0171.jpg,B,1
2021,8,30,2090,01:21,01:29,01:36,B7.2,,B,/content/drive/MyDrive/Data Skripsi/2021/08/30/20210830_012622_512_0171.jpg,20210830_012622_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/30/20210830_012622_512_0171.jpg,B,1
2021,8,30,2100,01:42,01:54,02:00,C1.6,2860.0,C,/content/drive/MyDrive/Data Skripsi/2021/08/30/20210830_015746_512_0171.jpg,20210830_015746_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/30/20210830_015746_512_0171.jpg,C,2
2021,8,30,2110,03:02,03:06,03:10,B7.2,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/08/30/20210830_030634_512_0171.jpg,20210830_030634_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/30/20210830_030634_512_0171.jpg,B,1
2021,8,30,2120,03:48,03:58,04:04,C1.3,2860.0,C,/content/drive/MyDrive/Data Skripsi/2021/08/30/20210830_040010_512_0171.jpg,20210830_040010_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/30/20210830_040010_512_0171.jpg,C,2
2021,8,30,2160,07:52,07:58,08:06,B3.6,,B,/content/drive/MyDrive/Data Skripsi/2021/08/30/20210830_075610_512_0171.jpg,20210830_075610_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/30/20210830_075610_512_0171.jpg,B,1
2021,8,30,2170,09:29,09:39,09:54,C1.1,2860.0,C,/content/drive/MyDrive/Data Skripsi/2021/08/30/20210830_093634_512_0171.jpg,20210830_093634_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/30/20210830_093634_512_0171.jpg,C,2
2021,8,30,2260,13:30,13:42,13:55,C1.1,,C,/content/drive/MyDrive/Data Skripsi/2021/08/30/20210830_134510_512_0171.jpg,20210830_134510_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/30/20210830_134510_512_0171.jpg,C,2
2021,8,30,2280,14:40,14:49,14:53,B7.0,,B,/content/drive/MyDrive/Data Skripsi/2021/08/30/20210830_144722_512_0171.jpg,20210830_144722_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/30/20210830_144722_512_0171.jpg,B,1
2021,8,30,2290,14:57,15:04,15:15,B7.7,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/08/30/20210830_150710_512_0171.jpg,20210830_150710_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/30/20210830_150710_512_0171.jpg,B,1
2021,8,30,2330,16:07,16:16,16:20,B8.9,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/08/30/20210830_161646_512_0171.jpg,20210830_161646_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/30/20210830_161646_512_0171.jpg,B,1
2021,8,30,2330,16:20,16:24,16:28,C2.0,2860.0,C,/content/drive/MyDrive/Data Skripsi/2021/08/30/20210830_162710_512_0171.jpg,20210830_162710_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/30/20210830_162710_512_0171.jpg,C,2
2021,8,30,2360,18:17,18:26,18:34,B7.6,,B,/content/drive/MyDrive/Data Skripsi/2021/08/30/20210830_182634_512_0171.jpg,20210830_182634_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/30/20210830_182634_512_0171.jpg,B,1
2021,8,30,2370,19:29,19:40,19:45,C1.7,2860.0,C,/content/drive/MyDrive/Data Skripsi/2021/08/30/20210830_193622_512_0171.jpg,20210830_193622_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/30/20210830_193622_512_0171.jpg,C,2
2021,8,30,2380,20:44,20:52,21:03,B7.8,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/08/30/20210830_205634_512_0171.jpg,20210830_205634_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/30/20210830_205634_512_0171.jpg,B,1
2021,8,30,2390,21:26,21:34,21:38,C3.0,2860.0,C,/content/drive/MyDrive/Data Skripsi/2021/08/30/20210830_213658_512_0171.jpg,20210830_213658_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/30/20210830_213658_512_0171.jpg,C,2
2021,8,31,2440,07:00,07:04,07:08,B2.1,,B,/content/drive/MyDrive/Data Skripsi/2021/08/31/20210831_070746_512_0171.jpg,20210831_070746_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/31/20210831_070746_512_0171.jpg,B,1
2021,8,31,2470,10:55,11:01,11:28,B1.9,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/08/31/20210831_110010_512_0171.jpg,20210831_110010_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/31/20210831_110010_512_0171.jpg,B,1
2021,8,31,2480,12:55,13:01,13:06,B2.6,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/08/31/20210831_130010_512_0171.jpg,20210831_130010_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/31/20210831_130010_512_0171.jpg,B,1
2021,8,31,2490,13:14,13:19,13:26,B3.5,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/08/31/20210831_131634_512_0171.jpg,20210831_131634_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/31/20210831_131634_512_0171.jpg,B,1
2021,8,31,2500,14:08,14:21,14:28,B7.2,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/08/31/20210831_141646_512_0171.jpg,20210831_141646_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/31/20210831_141646_512_0171.jpg,B,1
2021,8,31,2510,14:42,14:50,14:54,B5.6,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/08/31/20210831_144658_512_0171.jpg,20210831_144658_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/31/20210831_144658_512_0171.jpg,B,1
2021,8,31,2520,16:19,16:27,16:31,B2.7,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/08/31/20210831_162610_512_0171.jpg,20210831_162610_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/31/20210831_162610_512_0171.jpg,B,1
2021,8,31,2530,16:41,16:50,16:54,B6.5,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/08/31/20210831_164746_512_0171.jpg,20210831_164746_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/31/20210831_164746_512_0171.jpg,B,1
2021,8,31,2540,17:46,17:49,17:57,B2.0,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/08/31/20210831_174622_512_0171.jpg,20210831_174622_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/31/20210831_174622_512_0171.jpg,B,1
2021,8,31,2550,18:22,18:28,18:32,B2.3,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/08/31/20210831_182646_512_0171.jpg,20210831_182646_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/31/20210831_182646_512_0171.jpg,B,1
2021,8,31,2560,18:57,19:11,19:24,B7.1,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/08/31/20210831_191510_512_0171.jpg,20210831_191510_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/31/20210831_191510_512_0171.jpg,B,1
2021,8,31,2570,19:42,19:46,19:50,B2.3,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/08/31/20210831_194510_512_0171.jpg,20210831_194510_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/31/20210831_194510_512_0171.jpg,B,1
2021,8,31,2580,19:55,20:02,20:06,B2.8,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/08/31/20210831_200458_512_0171.jpg,20210831_200458_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/31/20210831_200458_512_0171.jpg,B,1
2021,8,31,2600,21:01,21:07,21:11,B2.0,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/08/31/20210831_210622_512_0171.jpg,20210831_210622_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/08/31/20210831_210622_512_0171.jpg,B,1
2021,9,1,2610,00:40,00:48,00:55,B1.9,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/09/01/20210901_004546_512_0171.jpg,20210901_004546_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/09/01/20210901_004546_512_0171.jpg,B,1
2021,9,1,2620,03:03,03:10,03:16,B1.8,2680.0,B,/content/drive/MyDrive/Data Skripsi/2021/09/01/20210901_030622_512_0171.jpg,20210901_030622_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/09/01/20210901_030622_512_0171.jpg,B,1
2021,9,1,2630,04:27,04:33,04:37,B2.6,2680.0,B,/content/drive/MyDrive/Data Skripsi/2021/09/01/20210901_043010_512_0171.jpg,20210901_043010_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/09/01/20210901_043010_512_0171.jpg,B,1
2021,9,1,2660,06:40,06:44,06:48,B2.5,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/09/01/20210901_064610_512_0171.jpg,20210901_064610_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/09/01/20210901_064610_512_0171.jpg,B,1
2021,9,1,2680,08:44,08:54,08:59,C1.2,2860.0,C,/content/drive/MyDrive/Data Skripsi/2021/09/01/20210901_085158_512_0171.jpg,20210901_085158_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/09/01/20210901_085158_512_0171.jpg,C,2
2021,9,1,2710,10:48,11:03,11:11,B2.0,,B,/content/drive/MyDrive/Data Skripsi/2021/09/01/20210901_110010_512_0171.jpg,20210901_110010_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/09/01/20210901_110010_512_0171.jpg,B,1
2021,9,1,2720,13:20,13:31,13:43,C1.2,2860.0,C,/content/drive/MyDrive/Data Skripsi/2021/09/01/20210901_133010_512_0171.jpg,20210901_133010_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/09/01/20210901_133010_512_0171.jpg,C,2
2021,9,2,2740,00:41,00:46,00:50,B3.7,2863.0,B,/content/drive/MyDrive/Data Skripsi/2021/09/02/20210902_004634_512_0171.jpg,20210902_004634_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/09/02/20210902_004634_512_0171.jpg,B,1
2021,9,2,2750,03:27,03:38,03:49,B2.8,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/09/02/20210902_033710_512_0171.jpg,20210902_033710_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/09/02/20210902_033710_512_0171.jpg,B,1
2021,9,2,2760,05:46,05:51,05:58,B2.0,2863.0,B,/content/drive/MyDrive/Data Skripsi/2021/09/02/20210902_054710_512_0171.jpg,20210902_054710_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/09/02/20210902_054710_512_0171.jpg,B,1
2021,9,2,2830,11:37,11:50,11:58,B4.2,,B,/content/drive/MyDrive/Data Skripsi/2021/09/02/20210902_114722_512_0171.jpg,20210902_114722_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/09/02/20210902_114722_512_0171.jpg,B,1
2021,9,2,2860,20:31,20:55,21:20,C1.2,2860.0,C,/content/drive/MyDrive/Data Skripsi/2021/09/02/20210902_205634_512_0171.jpg,20210902_205634_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/09/02/20210902_205634_512_0171.jpg,C,2
2021,9,2,2870,23:37,23:42,23:48,B3.4,2863.0,B,/content/drive/MyDrive/Data Skripsi/2021/09/02/20210902_234510_512_0171.jpg,20210902_234510_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/09/02/20210902_234510_512_0171.jpg,B,1
2021,9,3,2880,00:39,00:47,00:58,B3.6,2863.0,B,/content/drive/MyDrive/Data Skripsi/2021/09/03/20210903_004646_512_0171.jpg,20210903_004646_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/09/03/20210903_004646_512_0171.jpg,B,1
2021,9,3,2890,06:30,06:39,06:45,B4.7,2863.0,B,/content/drive/MyDrive/Data Skripsi/2021/09/03/20210903_063710_512_0171.jpg,20210903_063710_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/09/03/20210903_063710_512_0171.jpg,B,1
2021,9,3,2900,09:36,09:42,09:46,B2.9,2863.0,B,/content/drive/MyDrive/Data Skripsi/2021/09/03/20210903_094510_512_0171.jpg,20210903_094510_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/09/03/20210903_094510_512_0171.jpg,B,1
2021,9,3,2910,15:59,16:06,16:27,B6.1,2863.0,B,/content/drive/MyDrive/Data Skripsi/2021/09/03/20210903_160534_512_0171.jpg,20210903_160534_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/09/03/20210903_160534_512_0171.jpg,B,1
2021,9,3,2920,20:47,21:12,21:30,B5.7,,B,/content/drive/MyDrive/Data Skripsi/2021/09/03/20210903_211510_512_0171.jpg,20210903_211510_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/09/03/20210903_211510_512_0171.jpg,B,1
2021,9,4,2950,00:02,00:14,00:27,B3.9,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/09/04/20210904_001558_512_0171.jpg,20210904_001558_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/09/04/20210904_001558_512_0171.jpg,B,1
2021,9,4,2960,01:41,01:49,01:53,B3.5,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/09/04/20210904_014658_512_0171.jpg,20210904_014658_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/09/04/20210904_014658_512_0171.jpg,B,1
2021,9,4,2970,04:17,04:30,04:43,B5.4,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/09/04/20210904_043010_512_0171.jpg,20210904_043010_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/09/04/20210904_043010_512_0171.jpg,B,1
2021,9,4,2990,07:37,07:50,08:17,B8.1,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/09/04/20210904_074710_512_0171.jpg,20210904_074710_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/09/04/20210904_074710_512_0171.jpg,B,1
2021,9,4,3000,11:37,11:46,11:55,B5.7,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/09/04/20210904_114510_512_0171.jpg,20210904_114510_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/09/04/20210904_114510_512_0171.jpg,B,1
2021,9,4,3010,12:14,12:22,12:31,B4.5,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/09/04/20210904_121710_512_0171.jpg,20210904_121710_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/09/04/20210904_121710_512_0171.jpg,B,1
2021,9,4,3020,13:00,13:07,13:26,B5.0,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/09/04/20210904_130610_512_0171.jpg,20210904_130610_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/09/04/20210904_130610_512_0171.jpg,B,1
2021,9,4,3030,14:56,15:32,15:55,B6.3,2860.0,B,/content/drive/MyDrive/Data Skripsi/2021/09/04/20210904_153634_512_0171.jpg,20210904_153634_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/09/04/20210904_153634_512_0171.jpg,B,1
2021,9,5,3050,02:10,02:16,02:20,B4.6,,B,/content/drive/MyDrive/Data Skripsi/2021/09/05/20210905_021510_512_0171.jpg,20210905_021510_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/09/05/20210905_021510_512_0171.jpg,B,1
2021,9,5,3060,03:10,03:24,03:42,B6.3,,B,/content/drive/MyDrive/Data Skripsi/2021/09/05/20210905_032634_512_0171.jpg,20210905_032634_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/09/05/20210905_032634_512_0171.jpg,B,1
2021,9,5,3180,10:56,11:11,11:32,B5.1,2868.0,B,/content/drive/MyDrive/Data Skripsi/2021/09/05/20210905_110658_512_0171.jpg,20210905_110658_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/09/05/20210905_110658_512_0171.jpg,B,1
2021,9,5,3190,12:52,13:00,13:06,B5.1,2866.0,B,/content/drive/MyDrive/Data Skripsi/2021/09/05/20210905_130010_512_0171.jpg,20210905_130010_512_0171.jpg,/content/drive/MyDrive/Data Skripsi/2021/09/05/20210905_130010_512_0171.jpg,B,1
